,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,NA,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
11,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0
12,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0
13,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,暴龙,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.0,0.0
14,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,GD,0.0,0,,1087.0,0.0,0.0
15,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,GD,0.0,1.0,20180707040212.0,1087.0,0.0,0.0
16,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1.0,10.0,GD,0.0,1.0,20180707040212.0,1087.0,0.0,0.0
17,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1.0,9.0,GD,59.0,1.0,20180707040213.0,21077.0,0.0,0.0
18,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1.0,9.0,GD,59.0,1.0,20180707040213.0,21077.0,0.0,0.0
19,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,21077.0,0.0,0.0
20,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,21074.0,0.0,0.0
21,,,,第1节,-21.5,0.83,21.5,0.83,173.5,0.83,173.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
22,,,,第1节,-21.5,0.8,22.5,0.87,173.5,0.83,173.5,0.83,22.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
23,,,,第1节,-22.5,0.8,22.5,0.87,173.5,0.83,175.5,0.83,-22.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
24,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
25,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
26,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
27,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
28,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
29,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,54.0,1.0,20180707040215.0,11077.0,0.0,0.0
30,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,52.0,1.0,20180707040219.0,11077.0,0.0,0.0
31,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,52.0,1.0,20180707040219.0,11077.0,0.0,0.0
32,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,GD,51.0,1.0,20180707040219.0,11077.0,0.0,0.0
33,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,GD,51.0,1.0,20180707040219.0,11077.0,0.0,0.0
34,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,GD,51.0,1.0,20180707040219.0,11077.0,0.0,0.0
35,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,GD,51.0,1.0,20180707040219.0,11077.0,0.0,0.0
36,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,GD,51.0,1.0,20180707040219.0,11077.0,0.0,0.0
37,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,GD,51.0,1.0,20180707040219.0,11077.0,0.0,0.0
38,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
39,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
40,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
41,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
42,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
43,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
44,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
45,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
46,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
47,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
48,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
49,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
50,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
51,,,,第1节,-22.5,0.8,22.5,0.87,175.5,0.83,175.5,0.83,175.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
52,,,,第1节,-22.5,0.8,19.5,0.87,175.5,0.83,175.5,0.83,19.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,0.0,20180707040221.0,11077.0,0.0,0.0
53,,,,第1节,-19.5,0.8,19.5,0.87,175.5,0.83,175.5,0.83,-19.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,1.0,20180707040336.0,11077.0,0.0,0.0
54,,,,第1节,-19.5,0.8,19.5,0.87,175.5,0.83,175.5,0.83,-19.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,51.0,1.0,20180707040336.0,21077.0,0.0,0.0
55,,,,第1节,-19.5,0.8,19.5,0.87,175.5,0.83,175.5,0.83,-19.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,50.0,1.0,20180707040337.0,21077.0,0.0,0.0
56,,,,第1节,-19.5,0.8,19.5,0.87,175.5,0.83,175.5,0.83,-19.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,50.0,1.0,20180707040337.0,11077.0,0.0,0.0
57,,,,第1节,-19.5,0.8,19.5,0.87,175.5,0.83,175.5,0.83,-19.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,35.0,1.0,20180707040348.0,11077.0,0.0,0.0
58,,,,第1节,-19.5,0.83,19.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,35.0,1.0,20180707040348.0,11077.0,0.0,0.0
59,,,,第1节,-19.5,0.83,19.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,32.0,1.0,20180707040350.0,21077.0,0.0,0.0
60,,,,第1节,-19.5,0.87,21.5,0.8,173.5,0.83,173.5,0.83,21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,32.0,1.0,20180707040350.0,21077.0,0.0,0.0
61,,,,第1节,-21.5,0.87,21.5,0.8,173.5,0.83,174.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,32.0,1.0,20180707040350.0,21077.0,0.0,0.0
62,,,,第1节,-21.5,0.87,21.5,0.8,174.5,0.83,174.5,0.83,174.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,32.0,1.0,20180707040350.0,21077.0,0.0,0.0
63,,,,第1节,-21.5,0.87,21.5,0.8,174.5,0.83,174.5,0.83,174.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,19.0,1.0,20180707040404.0,21077.0,0.0,0.0
64,,,,第1节,-21.5,0.87,21.5,0.8,174.5,0.83,174.5,0.83,174.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,GD,19.0,1.0,20180707040404.0,21074.0,0.0,0.0
65,,,,第1节,-21.5,0.87,21.5,0.8,174.5,0.83,174.5,0.83,174.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,19.0,1.0,20180707040404.0,11077.0,0.0,0.0
66,,,,第1节,-21.5,0.87,21.5,0.8,174.5,0.83,174.5,0.83,174.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,18.0,1.0,20180707040406.0,11077.0,0.0,0.0
67,,,,第1节,-21.5,0.83,22.5,0.83,174.5,0.83,174.5,0.83,22.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,18.0,1.0,20180707040406.0,11077.0,0.0,0.0
68,,,,第1节,-22.5,0.83,22.5,0.83,174.5,0.83,174.5,0.83,-22.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180707040417.0,21077.0,0.0,0.0
69,,,,第1节,-22.5,0.83,22.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180707040417.0,21077.0,0.0,0.0
70,,,,第1节,-22.5,0.83,22.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180707040419.0,21077.0,0.0,0.0
71,,,,第1节,-22.5,0.83,22.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,GD,6.0,1.0,20180707040419.0,11077.0,0.0,0.0
72,,,,第1节,-22.5,0.83,22.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,56.0,1.0,20180707040427.0,11077.0,0.0,0.0
73,,,,第1节,-22.5,0.83,22.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,56.0,1.0,20180707040427.0,11077.0,0.0,0.0
74,,,,第1节,-22.5,0.83,22.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,56.0,1.0,20180707040429.0,11077.0,0.0,0.0
75,,,,第1节,-22.5,0.83,22.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,56.0,0.0,20180707040429.0,11077.0,0.0,0.0
76,,,,第1节,-22.5,0.83,22.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,44.0,0.0,20180707040439.0,11077.0,0.0,0.0
77,,,,第1节,-22.5,0.83,22.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,44.0,1.0,20180707040439.0,11077.0,0.0,0.0
78,,,,第1节,-22.5,0.83,22.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,44.0,1.0,20180707040454.0,11077.0,0.0,0.0
79,,,,第1节,-22.5,0.83,22.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,44.0,1.0,20180707040454.0,11077.0,0.0,0.0
80,,,,第1节,-22.5,0.83,22.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,43.0,1.0,20180707040454.0,11077.0,0.0,0.0
81,,,,第1节,-22.5,0.83,22.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,43.0,1.0,20180707040502.0,11077.0,0.0,0.0
82,,,,第1节,-22.5,0.83,22.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,35.0,1.0,20180707040502.0,11077.0,0.0,0.0
83,,,,第1节,-22.5,0.83,22.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,35.0,1.0,20180707040502.0,21077.0,0.0,0.0
84,,,,第1节,-22.5,0.83,22.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,35.0,1.0,20180707040505.0,21077.0,0.0,0.0
85,,,,第1节,-22.5,0.83,22.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,35.0,1.0,20180707040505.0,11077.0,0.0,0.0
86,,,,第1节,-22.5,0.83,22.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,25.0,1.0,20180707040512.0,11077.0,0.0,0.0
87,,,,第1节,-22.5,0.8,21.5,0.87,170.5,0.83,170.5,0.83,21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,25.0,1.0,20180707040512.0,11077.0,0.0,0.0
88,,,,第1节,-21.5,0.8,21.5,0.87,170.5,0.83,169.5,0.83,-21.5,1.0,湄公猛龙,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,GD,25.0,1.0,20180707040512.0,11077.0,0.0,0.0
