,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC
18,,,,第1节,35.5,0.83,-35.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,36.0,0,,11077.0
19,,,,第1节,35.5,0.83,-35.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,38.0,0,,11077.0
20,,,,第1节,35.5,0.83,-35.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,38.0,0,,11077.0
21,,,,第1节,35.5,0.83,-35.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,31.0,0,,11077.0
22,,,,第1节,35.5,0.8,-35.5,0.87,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,,0.0,1,9.0,GD,31.0,0,,11074.0
23,,,,第1节,35.5,0.8,-35.5,0.87,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,31.0,0,,21077.0
24,,,,第1节,35.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,-36.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,31.0,0,,21077.0
25,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,149.5,0.83,36.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,31.0,0,,21077.0
26,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,31.0,0,,21077.0
27,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,18.0,0,,21077.0
28,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,18.0,0,,21077.0
29,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,15.0,0,,21077.0
30,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,15.0,0,,11077.0
31,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,2.0,0,,11077.0
32,,,,第1节,36.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,-37.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,2.0,0,,11077.0
33,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,150.5,0.83,37.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,2.0,0,,11077.0
34,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,2.0,0,,11077.0
35,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,8.0,GD,57.0,0,,11077.0
36,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1,8.0,GD,57.0,0,,11074.0
37,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,57.0,0,,21077.0
38,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,56.0,0,,21077.0
39,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,56.0,0,,21077.0
40,,,,第1节,37.5,0.83,-37.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,46.0,0,,21077.0
41,,,,第1节,37.5,0.83,-37.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,46.0,0,,21077.0
42,,,,第1节,37.5,0.83,-37.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,31.0,0,,11077.0
43,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,31.0,0,,11077.0
44,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,29.0,0,,11077.0
45,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,29.0,0,,11077.0
46,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,28.0,0,,11077.0
47,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,28.0,0,,21077.0
48,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,28.0,0,,11086.0
49,,,,第1节,37.5,0.83,-37.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,19.0,0,,21077.0
50,,,,第1节,37.5,0.83,-37.5,0.83,147.5,0.83,147.5,0.83,147.5,1.0,,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,19.0,0,,21077.0
51,,,,第1节,37.5,0.83,-37.5,0.83,147.5,0.83,147.5,0.83,147.5,1.0,1:2,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
52,,,,第1节,37.5,0.83,-36.5,0.83,147.5,0.83,147.5,0.83,-36.5,1.0,1:2,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
53,,,,第1节,36.5,0.83,-36.5,0.83,147.5,0.83,148.5,0.83,36.5,1.0,1:2,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
54,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,1:2,,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
55,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,1:2,,0.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,100.0,0.0,1.0,0.0,1,8.0,GD,19.0,0,,21079.0
56,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,2:2,,0.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,100.0,1.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
57,,,,第1节,36.5,0.87,-35.5,0.8,148.5,0.83,148.5,0.83,-35.5,1.0,2:2,,0.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,100.0,1.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
58,,,,第1节,35.5,0.87,-35.5,0.8,148.5,0.83,149.5,0.83,35.5,1.0,2:2,,0.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,100.0,1.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
59,,,,第1节,35.5,0.87,-35.5,0.8,149.5,0.83,149.5,0.83,149.5,1.0,2:2,,0.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,100.0,1.0,4.0,0.0,1,8.0,GD,19.0,0,,21078.0
60,,,,第1节,35.5,0.87,-35.5,0.8,149.5,0.83,149.5,0.83,149.5,1.0,2:2,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,1.0,2.0,0.0,1,8.0,GD,19.0,0,,21079.0
61,,,,第1节,35.5,0.87,-35.5,0.8,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,8.0,GD,19.0,0,,11077.0
62,,,,第1节,35.5,0.83,-35.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,8.0,GD,19.0,0,,11077.0
63,,,,第1节,35.5,0.83,-35.5,0.83,150.5,0.83,149.5,0.83,150.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,8.0,GD,19.0,0,,21077.0
64,,,,第1节,35.5,0.83,-35.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,8.0,GD,19.0,0,,21077.0
65,,,,第1节,35.5,0.83,-35.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,8.0,GD,9.0,0,,21077.0
66,,,,第1节,35.5,0.83,-35.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,8.0,GD,9.0,0,,11077.0
67,,,,第1节,35.5,0.83,-35.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,7.0,GD,56.0,0,,11077.0
68,,,,第1节,35.5,0.83,-36.5,0.83,148.5,0.83,149.5,0.83,-36.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,7.0,GD,56.0,0,,11077.0
69,,,,第1节,35.5,0.83,-36.5,0.83,148.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,7.0,GD,56.0,0,,11077.0
70,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,36.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,7.0,GD,56.0,0,,11077.0
71,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,4.0,0.0,1,7.0,GD,46.0,0,,11077.0
72,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,6.0,4.0,0.0,1,7.0,GD,46.0,0,,11074.0
73,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,46.0,0,,21077.0
74,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,43.0,0,,21077.0
75,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,43.0,0,,21077.0
76,,,,第1节,36.5,0.83,-36.5,0.83,149.5,0.83,149.5,0.83,149.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,34.0,0,,21077.0
77,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,34.0,0,,21077.0
78,,,,第1节,36.5,0.83,-36.5,0.83,148.5,0.83,148.5,0.83,148.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,17.0,0,,11077.0
79,,,,第1节,36.5,0.83,-36.5,0.83,147.5,0.83,147.5,0.83,147.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,17.0,0,,11077.0
80,,,,第1节,36.5,0.83,-36.5,0.83,147.5,0.83,147.5,0.83,147.5,1.0,,,0.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,6.0,0.0,1,7.0,GD,11.0,0,,21077.0
81,,,,第1节,36.5,0.8,-36.5,0.87,147.5,0.83,147.5,0.83,147.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,2.0,5.0,0.0,1,7.0,GD,11.0,0,,21075.0
82,,,,第1节,36.5,0.8,-36.5,0.87,147.5,0.83,147.5,0.83,147.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,6.0,0.0,1,7.0,GD,11.0,0,,11077.0
83,,,,第1节,36.5,0.8,-36.5,0.87,147.5,0.83,147.5,0.83,147.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,6.0,0.0,1,7.0,GD,4.0,0,,11077.0
84,,,,第1节,36.5,0.83,-33.5,0.83,147.5,0.83,147.5,0.83,-33.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,6.0,0.0,1,7.0,GD,4.0,0,,11077.0
85,,,,第1节,33.5,0.83,-33.5,0.83,147.5,0.83,150.5,0.83,33.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,6.0,0.0,1,7.0,GD,4.0,0,,11077.0
86,,,,第1节,33.5,0.83,-33.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,6.0,0.0,1,7.0,GD,4.0,0,,11077.0
87,,,,第1节,33.5,0.83,-33.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,6.0,0.0,1,7.0,GD,2.0,0,,11077.0
88,,,,第1节,33.5,0.83,-33.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,9.0,6.0,0.0,1,7.0,GD,2.0,0,,11075.0
89,,,,第1节,33.5,0.83,-33.5,0.83,150.5,0.83,150.5,0.83,150.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,7.0,GD,2.0,0,,21077.0
90,,,,第1节,33.5,0.83,-35.5,0.83,150.5,0.83,150.5,0.83,-35.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,7.0,GD,2.0,0,,21077.0
91,,,,第1节,35.5,0.83,-35.5,0.83,150.5,0.83,152.5,0.83,35.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,7.0,GD,2.0,0,,21077.0
92,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,7.0,GD,2.0,0,,21077.0
93,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,49.0,0,,21077.0
94,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,49.0,0,,21077.0
95,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,47.0,0,,21077.0
96,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,47.0,0,,21077.0
97,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,44.0,0,,21077.0
98,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,44.0,0,,21077.0
99,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,37.0,0,,21077.0
100,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,37.0,0,,11086.0
101,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,5.0,9.0,0.0,1,6.0,GD,34.0,0,,21077.0
102,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,5.0,7.0,0.0,1,6.0,GD,34.0,0,,21074.0
103,,,,第1节,35.5,0.83,-35.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,1.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,7.0,9.0,0.0,1,6.0,GD,34.0,0,,11077.0
104,,,,第1节,35.5,0.87,-33.5,0.8,152.5,0.83,152.5,0.83,-33.5,1.0,,,1.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,7.0,9.0,0.0,1,6.0,GD,34.0,0,,11077.0
105,,,,第1节,33.5,0.87,-33.5,0.8,152.5,0.83,154.5,0.83,33.5,1.0,,,1.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,7.0,9.0,0.0,1,6.0,GD,34.0,0,,11077.0
106,,,,第1节,33.5,0.87,-33.5,0.8,154.5,0.83,154.5,0.83,154.5,1.0,,,1.0,1.0,3.0,1.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,7.0,9.0,0.0,1,6.0,GD,34.0,0,,11077.0
