,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS
31,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
32,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
33,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,48.0,0,,11078.0,
34,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,48.0,0,,11078.0,
35,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,48.0,0,,11078.0,
36,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1,9.0,GD,48.0,0,,11078.0,
37,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
38,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
39,,,,第1节,27.5,0.83,-27.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
40,,,,第1节,27.5,0.87,-26.5,0.8,169.5,0.83,169.5,0.83,-26.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
41,,,,第1节,26.5,0.87,-26.5,0.8,169.5,0.83,168.5,0.83,26.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
42,,,,第1节,26.5,0.87,-26.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11078.0,
43,,,,第1节,26.5,0.87,-26.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,1:1,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,11080.0,
44,,,,第1节,26.5,0.83,-25.5,0.83,168.5,0.83,168.5,0.83,-25.5,1.0,9231084.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,21077.0,
45,,,,第1节,25.5,0.83,-25.5,0.83,168.5,0.83,170.5,0.83,25.5,1.0,9231084.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,21077.0,
46,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,48.0,0,,21077.0,
47,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,39.0,0,,21077.0,
48,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,39.0,0,,21074.0,
49,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,39.0,0,,11077.0,
50,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,33.0,0,,11077.0,
51,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,33.0,0,,21077.0,
52,,,,第1节,25.5,0.83,-25.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,19.0,0,,21077.0,
53,,,,第1节,25.5,0.8,-25.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,19.0,0,,21077.0,
54,,,,第1节,25.5,0.8,-25.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,3.0,0,,21077.0,
55,,,,第1节,25.5,0.8,-25.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,3.0,0,,21077.0,
56,,,,第1节,25.5,0.8,-25.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,4.0,0,,21077.0,
57,,,,第1节,25.5,0.87,-24.5,0.8,168.5,0.83,168.5,0.83,-24.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,4.0,0,,21077.0,
58,,,,第1节,24.5,0.87,-24.5,0.8,168.5,0.83,167.5,0.83,24.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,4.0,0,,21077.0,
59,,,,第1节,24.5,0.87,-24.5,0.8,167.5,0.83,167.5,0.83,167.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,9.0,GD,4.0,0,,21077.0,
60,,,,第1节,24.5,0.87,-24.5,0.8,167.5,0.83,167.5,0.83,167.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,8.0,GD,54.0,0,,21077.0,
61,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1,8.0,GD,54.0,0,,11077.0,
62,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1,8.0,GD,54.0,0,,11075.0,
63,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1,8.0,GD,54.0,0,,21077.0,
64,,,,第1节,24.5,0.87,-26.5,0.8,166.5,0.83,166.5,0.83,-26.5,1.0,9231084.0,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1,8.0,GD,54.0,0,,21077.0,
65,,,,第1节,26.5,0.87,-26.5,0.8,166.5,0.83,166.5,0.83,26.5,1.0,9231084.0,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1,8.0,GD,35.0,0,,21077.0,
66,,,,第1节,26.5,0.87,-26.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1,8.0,GD,35.0,0,,21077.0,
67,,,,第1节,26.5,0.87,-26.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,1.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,1,8.0,GD,30.0,0,,21077.0,
68,,,,第1节,26.5,0.83,-26.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1,8.0,GD,30.0,0,,21074.0,
69,,,,第1节,26.5,0.83,-25.5,0.83,168.5,0.83,168.5,0.83,-25.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1,8.0,GD,30.0,0,,11077.0,
70,,,,第1节,25.5,0.83,-25.5,0.83,168.5,0.83,169.5,0.83,25.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1,8.0,GD,30.0,0,,11077.0,
71,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1,8.0,GD,30.0,0,,11077.0,
72,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,8.0,GD,30.0,0,,11077.0,
73,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,8.0,GD,12.0,0,,11077.0,
74,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,8.0,GD,12.0,0,,11077.0,
75,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,8.0,GD,9.0,0,,11077.0,
76,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,9.0,0,,11077.0,
77,,,,第1节,25.5,0.83,-25.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,50.0,0,,11077.0,
78,,,,第1节,25.5,0.8,-25.5,0.87,167.5,0.83,167.5,0.83,167.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,50.0,0,,11077.0,
79,,,,第1节,25.5,0.8,-25.5,0.87,167.5,0.83,167.5,0.83,167.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,45.0,0,,21077.0,
80,,,,第1节,25.5,0.83,-24.5,0.83,167.5,0.83,167.5,0.83,-24.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,45.0,0,,21077.0,
81,,,,第1节,24.5,0.83,-24.5,0.83,167.5,0.83,166.5,0.83,24.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,45.0,0,,21077.0,
82,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,1.0,0.0,1.0,2.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,1,7.0,GD,45.0,0,,21077.0,
83,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,1,7.0,GD,45.0,0,,21074.0,
84,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,45.0,0,,11077.0,
85,,,,第1节,24.5,0.83,-24.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,42.0,0,,11077.0,
86,,,,第1节,24.5,0.83,-23.5,0.83,166.5,0.83,166.5,0.83,-23.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,42.0,0,,11077.0,
87,,,,第1节,23.5,0.83,-23.5,0.83,166.5,0.83,169.5,0.83,23.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,42.0,0,,11077.0,
88,,,,第1节,23.5,0.83,-23.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,42.0,0,,11077.0,
89,,,,第1节,23.5,0.83,-23.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,38.0,0,,11077.0,
90,,,,第1节,23.5,0.83,-23.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,38.0,0,,11077.0,
91,,,,第1节,23.5,0.83,-23.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,29.0,0,,11077.0,
92,,,,第1节,23.5,0.87,-22.5,0.8,168.5,0.83,168.5,0.83,-22.5,1.0,9231084.0,,,1.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1,7.0,GD,29.0,0,,21077.0,
93,,,,第1节,22.5,0.87,-22.5,0.8,168.5,0.83,168.5,0.83,22.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,9.0,0.0,1,7.0,GD,29.0,0,,21075.0,
94,,,,第1节,22.5,0.87,-22.5,0.8,168.5,0.83,168.5,0.83,22.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1,7.0,GD,20.0,0,,11077.0,
95,,,,第1节,22.5,0.83,-20.5,0.83,168.5,0.83,168.5,0.83,-20.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1,7.0,GD,20.0,0,,11077.0,
96,,,,第1节,20.5,0.83,-20.5,0.83,168.5,0.83,171.5,0.83,20.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1,7.0,GD,20.0,0,,11077.0,
97,,,,第1节,20.5,0.83,-20.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1,7.0,GD,20.0,0,,11077.0,
98,,,,第1节,20.5,0.83,-20.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1,7.0,GD,17.0,0,,11077.0,
99,,,,第1节,20.5,0.83,-20.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9231084.0,,,1.0,1.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1,7.0,GD,17.0,0,,11077.0,
